難易度,曲名　　　　　　　　　　 　　  　　  　  (ギミック),,,,,,定数,地,密,瞬,究,終,技,計,　 BPM　 (跳),,演奏時間,ひとこと
,FALSE,on the rocks,,,,,27.5,5,5,3,1,1,2,17,150,,1:59.80,27の中でも取りやすい配置が多めでやりやすい。韓国版では唯一出禁になっている
,FALSE,フロート・プランナー,,,,,27.5,4,3,5,2,2,1,17,138,,1:39.78,最序盤の初見殺しスライドが特徴。後半に縦連を含む難所が詰まっているので、手首を意識してみよう
,FALSE,砂の惑星,,,,,27.5,4,5,3,2,1,2,17,95,,2:11.05,スライドが置かれている場所のせいでMASTER叩いてるとBPM190に見える。付点16分が健在
,FALSE,ドレミファロンド,,,,交,27.5,6,4,1,3,1,2,17,125,◎,2:00.52,27になった抜錨なので当然マジで難しい。交差配置のタイミングは覚えることも推奨される
,FALSE,イフ,,,,,27.4+,4,4,2,1,3,2,16,135,,2:04.44,圧倒的、神曲。アウトロ前のフリックの置き方が手拍子を意識させてきて良い。左4連フリックに注意
,FALSE,ロンリーユニバース,,,,,27.4+,4,4,1,1,3,3,16,100,,2:16.20,曲の雰囲気に従い小粒が多い。しばらく唯一の基本BPM100だったが、急に2曲も増えた
,FALSE,「1」,,,,,27.4+,4,4,3,2,1,2,16,145-150,,1:35.52,サビ3小節前からのBPM変化と拍子変化が特徴的。局所リズム難なので意識をもとう
,FALSE,Connecting,,,ソ,多,27.4+,4↑,4↑,3,2,1↓,2,16,91,,1:53.41,もうBPMが実質182みたいなところある譜面。ラストは手拍子しながら取れるいい配置
,FALSE,悪ノ娘,,,,,27.4,5,5,1,1,2,1,15,140,,1:25.71,悪ノ召使と全難易度を通してノーツ数が同じという作り込み。クセも少なくスコア効率も高めらしい
,FALSE,悪ノ召使,,,,,27.4,4,3,2,1,4,1,15,120,,1:30.00,悪ノ娘とノーツ数を揃えるためかロングノーツの終点が多く、BPMも遅いのでしっかり意識が必要
,FALSE,少女レイ,,,,,27.4,4,3,2,2,2,2,15,150,,2:35.20,このゲーム史上一番「死」が直接的に描写されている曲だと思う。カクカクは境界あたりを押そう
,FALSE,ブラック★ロックシューター,,,,,27.4,4,5,2,1,1,2,15,140-165,,1:44.20,かなり素直な譜面となっているが16分→同時に注意。最後のスライド初見で持ち替えたのはヒミツ
,FALSE,Ribbon,,ソ,敷,多,27.4,3,2,5,2,1,2,15,128,,1:33.75,アウトロを耐えられれば勝ちな譜面であるが、BPMが遅めとはいえ28顔負けの配置を飛ばしてくる
,FALSE,告白,,ソ,敷,多,27.4,5,3,2,3,1,1,15,78,◎,1:56.93,アリアに続き、素晴らしい発想を見せてくれる譜面。ソフランもAC音ゲーばりに多めだったりする
,FALSE,私は、私達は,,,,,27.4,4,4,3,1,1,2,15,170,,1:42.35,基本的には8分音符で構成されているので、リズム感の練習にはもってこい。片手責めがエグいので注意
,FALSE,イレヴンス,,,敷,交,27.4(↑)-,3,3,2,3↑,2,2,15,128,,1:30.00,適正帯の人々にとっては一目で何をすればいいかわからない配置が2箇所ほど。曲が良すぎる
,FALSE,虚ろを扇ぐ,,,,,27.3+,5,3,3,1,1,1,14,124,,2:31.94,同時押し24分2打がMASTERに留まらずEXPERTにも存在する。長いので沼ると苦しい
,FALSE,ダブルラリアット,,,,,27.3+,4,4,2,1,1,2,14,138,,2:15.65,年齢を重ねるほど良さがわかる曲。間奏地帯とラスサビ後半が難しいので身構えるべし
,FALSE,キラピピ★キラピカ,,ソ,敷,交,27.3+,3,3,3,2,1,2,14,160,,1:36.75,運営がついに27でも遊びだした。高難易度できないけどギミックを体感したい人にとてもオススメ
,FALSE,ラグトレイン,,,,ソ,27.3+,4,3,2,1,2,2,14,147,,1:59.18,16分からの同時押しがまあまあ多め。BPMがちょうどいいためこの手の配置の練習にいいかも
,FALSE,Catch the Wave,,,,敷,27.3+,4,5↑,2,1,1,1,14,153,,1:29.02,素直な譜面だが、27の割にBPMが速く、この速度の16分→同時の練習に使ってもいいかもしれない
,FALSE,メランコリック,,,,ソ,27.3,3,3,4,1,1,1,13,140,,2:21.86,やはり曲通りBメロが難しいと言ったところか。例によって序盤の細いロングは動かさなくてOK
,FALSE,flos,,,,,27.3,2,3,3,2,1,2,13,118,◎,2:01.53,低速ハネリズムの良い練習曲。アウトロの同時押しがトレースなのがめちゃくちゃに良心
,FALSE,Afterglow,,,,,27.3,3↑,3↓,4,1,1,1,13,68.75-183,,2:09.10,長らく瞬間BPM最低だったが、とある新曲に抜かれた。加速後も譜面自体はかなり素直
,FALSE,Sharing The World,,,,,27.3(↑)-,4↑,3,2,2,1,1,13,129,,2:25.58,少しだけ癖のある配置が存在するが、それでもそれ以外に難所がなくこの定数まで落ちてしまった
,FALSE,烈火,,,,多,27.2+,3,2,2,2,1,2,12,132,,2:08.86,終点ナシスライドの終点にあたる部分に通常フリックがあったが、修正されて終点へ。仕事が速い
,FALSE,ストラタでまちあわせ,,,ソ,敷,27.2+,3,2,1,3,1,2,12,86,◎,1:54.55,付点32分ハネ！変態ハネが久々にやってきた！脳天の進化版配置が登場するので適正者にはむずいかも
,FALSE,Who?,,,,交,27.2,2,1,3,2,1,2,11,128,,1:44.14,間奏で牙を剥いてくるタイプ。「コレ大ドベか..？」と思った矢先に32分が飛んできてビックリした
,FALSE,あいしていたのに,,,ソ,敷,27.2,1,1,2,3,2,2,11,92,,1:48.99,いい意味で「鑑賞する」譜面をしており本当に感動。誘導に乗る練習になるのでマスターしよう
,FALSE,ぽかぽかの星,,,,,27.2,3,2,2↑,1,1↓,2,11,227,,1:43.08,ロングのノーツの増え方でまず爆笑する譜面。あんな曲ゆったりしてるのに速すぎるねん...
,FALSE,On&On,,,,ソ,27.2,2,2,2,1,1,3,11,126,◎,1:49.23,シャレオツ曲シャレオツ譜面ランキングNo.1。19.2分ハネも非常に特徴的。トレースには注意
,FALSE,生きる,,,ソ,敷,27.2,2,2,1,3,1,2,11,112,,1:30.00,ロングノーツ上のトレースノーツを追いかけるというあまり類を見ない配置が特徴。最悪押しても◯
,FALSE,MOTTO!!!,,,,敷,27.1+,2,2,2,1,1,2,10,130,◯,2:13.85,局所の低速ハネ譜面には注意。敷譜面や爽快なトレースノーツを体感したい人にかなりオススメ
,FALSE,飾って,,,,ソ,27.1+,2,2,3,1,1,1,10,90,◯,1:49.17,スライドのソフランがかなりスゴい。局所的に地力配置が飛んでくるので、練習にいい感じの譜面
,FALSE,脳天,,,,敷,27.1+,1,2,1,3↑,1,2,10,144,,1:50.42,プロセカの新レギュ特有の誘導に慣れていくための譜面。適正者目線ではキツいのかも......
,FALSE,恋は戦争,,,,敷,27.1,1,1,1,3,1,2,9,175,,2:19.89,27の中でもBPMは速いが曲調も相まって密度が低い。ギザギザスライドは直線的に動かそう
,FALSE,そこに在る、光。,,,ソ,交,27.0,2,1,3,1,0,1,8,132,,1:29.09,常識を覆すノーツ数の少なさに加え判定のあるロングノーツが全くない。終盤は少しだけムズい
,FALSE,Shadow Shadow,,,,ソ,27.0,2,2,1,1,1,1,8,135,,2:01.56,本当に難所という難所が16分→同時しかなく、曲通りのリズムをキープできればかなり平易
26,FALSE,カナデトモスソラ,,,,,26.9,10,7,5,1,2,1,26,158,◎,1:47.09,他の難易度の.0帯とこの譜面が比較に値するほど難しい。適正者にとってかなり物理的に苦しい
,FALSE,独りんぼエンヴィー,,,,,26.8+,9,6,4,2,3,1,25,132,,1:12.73,音ゲー収録曲でここまで短い曲が今まであるのだろうか...と今でも思う。24分がムズい
,FALSE,君の夜をくれ,,,,,26.8,7,5,5,1,5,1,24,80,◯,1:56.25,26で悪魔の踊り方(難易度31)の劣化みたいなことしてくる。48分音符からの同時押しはおそらく唯一
,FALSE,アイノマテリアル,,,,,26.7+,8,5,3,2,2,3,23,120,,1:57.00,このBPMとはいえ両手フリック+2打の16分3打配置はちょい乱暴。これと方向指定以外は割と素直
,FALSE,それがあなたの幸せとしても,,,,,26.7,6,5,5,2,3,1,22,71-77,,2:05.47,32分や48分がたまに現れる字面だけヤバい譜面。それら以外で厄介めな要素は少なめではある
,FALSE,ray,,,,,26.6+,7,5,4,2,1,2,21,132,,2:07.27,神曲すぎる、少しだけ認識難っぽい配置やスライド終点フリックがあるが、素直な配置が多め
,FALSE,自傷無色,,,,,26.6+,7,4,2,1,4,3,21,120,◎,1:41.50,低速ハネ。求められるフリックや片手責めの技術エグめ。初めてこの曲を聴いた時の衝撃が忘れられない
,FALSE,ノマド,,,,,26.6,5,4,3,4,3,1,20,90,◎,1:28.00,俗に言うゴママヨ配置や中継点の多い細スライドに注意。個人的に48分の音取って欲しかった
,FALSE,glow,,,,,26.6,6,4,5,1,3,1,20,85,,2:36.00,32分からの同時押しがなかなかに多い骨のある譜面。それ故現行26ではなかなかの立ち位置
,FALSE,夜明けと蛍,,,,,26.5+,5,4,4,2,2,1,18,80,,2:23.25,間奏地帯のリズムが少し難しいが、それ以外は落ち着けば取れる。遅いのが逆に難しいという話も
,FALSE,トワイライトライト,,,,,26.5+,6,4,1,1,3,2↑,17,88,◎,1:38.41,24分→同時押しの流れが26にしては少し多めでまあまあ忙しい。交差するスライドにも注意
,FALSE,メタモリボン,,,,,26.5,5,3,3,1,2,2,16,123,,1:39.51,旧レギュ再評価の恩恵をモロに受けた譜面。フリック4連続や少々のリズム難が効いている
,FALSE,すれすれ,,,,,26.5,5,4,2,1,2,2,16,86,◎,1:34.19,終点トレースが多く打音的にはあまり気持ち良くないし難しい。曲は本当にマジで良い
,FALSE,メリュー,,,,,26.5,4,4,3,1,1,3,16,130,,2:16.15,連続フリックの練習曲といったところか。個人的に譜面に解釈一致な部分が多くて好きです
,FALSE,ECHO,,,,,26.5,2,4,1,3,2,4,16,140,,1:36.00,8分音符までしかない異端な譜面。終点フリックはスライドと別の動きをすることを意識しよう
,FALSE,Fondant Step,,,ソ,敷,26.4+,3,3,2,2,3,2,15,85-141,◎,2:01.82,最近の26って結構難しくない？最初から縦連を飛ばしてくるなど、まあまあ容赦がない配置が多い
,FALSE,彗星ノ銀河,ソ,敷,交,多,26.4+,4,3,2,3,1,2,15,85,◎,2:00.71,突如として現れた26のギミック譜面(しかもコンプ)。ハネも付点32分と32分の2種類があってちょっと嫌
,FALSE,いちにのさんで,,,,,26.4+,5,2,3,2,1,2,15,83,◎,2:36.14,再生同様スライドをサボれる部分が非常に多い。暇な人は長押ししない縛りやってみよう
,FALSE,ハジメテノオト,,,,,26.4+,4,3,3,2,2,1,15,100,,2:04.65,ミクの日追加曲。最初と後半にモールス信号がある。BPM100に落とし込んだ地力譜面という印象
,FALSE,インタビュア,,,,,26.4+,3,3,4,1,2,2,15,125,,2:21.84,「」の再現やスライドの色が変わる演出など、26の譜面の中でもかなり楽しめる譜面
,FALSE,Intergalactic Bound,,,,,26.4,4,3,3,1,2,1,14,140,,2:03.21,26の中でBPMは3位タイかつ、たまに現れる16分絡みの配置が譜面全体で見ても尖っている
,FALSE,相生,,,,,26.4,3,3,4,2,1,1,14,140,,2:37.29,最近は64分微ズレがトレンドらしい。急な12分には注意。最初から歌詞のスケールがデカい
,FALSE,泥中に咲く,,,,,26.4,3,3,1,3,3,1,14,85,,2:08.82,前半は再生を彷彿とさせる方向指定や小粒の多さが厄介。後半は大きいノーツに惑わされぬよう注意
,FALSE,その絵の名前は,,,,ソ,26.3+,2,2,5,2,1,1,13,86,,1:57.91,2箇所くらい32分2打→24分7打というあり得ないリズムがあり、それだけで難易度が担保されている
,FALSE,再生,,,,,26.3+,1,2,1,4,2,3↑,13,76,,1:37.89,スライドをサボる快感を一番味わいやすい譜面。謎に置かれている方向指定フリックがムズい
,FALSE,ハッピーチートデー,,,,,26.3,3,3,3,1,1,1,12,124,◎,1:55.65,26に6鍵参戦！！！Where shall we go?の強化版的な立ち位置だと思う。消されたAPPEND......
,FALSE,Where shall we go?,,,,,26.3,3,2,2,1,3,1,12,119,◎,1:52.77,BPMが低い上24分が存在しないので、かなりゆったりプレイできるが、終点は厄介
,FALSE,オーダーメイド,,,,,26.3,2,1,4,3,1,1,12,75,,1:58.40,48分3鍵と24分7鍵が存在するという、字面だけ見ればヤバすぎる譜面が爆誕した
,FALSE,クリスタルスノウ,,,,交,26.2,3,3,1,2,1,1,11,135,,1:36.44,16分が多い地帯が数ヶ所ありリズムキープの基礎が必要。交差配置は適正者にとって慣れが必要カモ
,FALSE,エピローグに君はいない,,,,,26.2,3,2,1,1,2,2,11,85,◎,1:49.41,うねうねスライドが多いがBPMが遅い故だいだいサボれる。終点方向指定の練習に
,FALSE,Packaged,,,,,26.1+,3,2,2,1,1,1,10,125,,2:02.76,Tell Your Worldの引用に全人類が涙を流したとされている。中盤に少しだけ地力配置がある
,FALSE,心做し,,,,,26.1,2,2,2,1,1,1,9,84,,2:15.36,たまにちょくちょく32分が登場する程度でそこまで癖はない。MASTER入門には割とオススメかも
,FALSE,アサガオの散る頃に,,,,,26.1,2,1,2,2,1,1,9,85,,2:26.82,何気に初のBPM80台の曲。蝉の鳴き声がリズムを壊しにくるんだけどそこどうにかならんかったか...
,FALSE,Tell Your World,,,,,26.1,1,2,2,1,2,1,9,150,,2:00.00,27最弱組の降格で永遠に動かないと思われていた定数が動いた。これが歴史である...
,FALSE,Goodbye,,,,,26.0-,1,1,1,1,2,2,8,133,,2:02.71,新・MASTER超絶入門曲。特有のクセがあるが、捌く上では何も引っかかる部分がない
,FALSE,Copycat,,,,,26.0,1↓,1,2↑,1,1,2↑,8,137,,2:00.66,Goodbyeよりは後半に骨があるがこちらも基本厄介でない配置が飛んでくる。AP狙いに最適
,FALSE,回る空うさぎ,,,,ソ,26.0,1,3↑,1,1,0,2,8,120,,2:02.89,"""ガチ""のGOD譜面。取る音を裏の音で統一している超絶珍しい譜面。エイムだけ少し注意が必要"
25,FALSE,25時の情熱,,,,,25.9+,10,4,3,1,4,1,23,86,,1:51.45,GoodbyeやCopycatの降格後に収録されたため、難易度の歴史は動いたが余裕でこの2譜面より難しい
,FALSE,余花にみとれて,,,,,25.7,7,3,2,1,3,2,18,83,,2:02.89,曲も譜面も本当に綺麗で感動......。25時の情熱ほどではないがちゃんと32分などの難所はあるぞ
,FALSE,あなたの空が泣くのなら,,,,ソ,25.1,3,1,2,1,2,3,12,88,,1:59.49,ちゃんと25してるのが出てきた感。途中まで終点見せないからビビった。MAS25初のソフランも
